timestamp,target_price,contract_length,current_price,option_type,volatility,risk_free_rate,strike_price,contract_price,delta,gamma,theta,vega,rho
2026-04-26T20:13:37.935858,215.0,0.0,208.27000427246094,call,1.692434059939501,0.05,208.27000427246094,0.0,0,0,0,0,0
2026-04-26T20:16:16.879254,350.0,0.1314060446780552,347.80999755859375,call,1.7072518208299943,0.0,347.83397918848215,24.745379051630437,0.5354357830454366,0.0063949272758833985,-3.088816024448434,0.14462767825553086,0.01768337049301211
